name,set_name,rarity,primary_type,cmc,usd_price,edhrec_rank,legal_formats_count,value_score,reserved,game_changer,reprint
Worn Powerstone,Modern Horizons 3,uncommon,Artifact,3.0,0.34,567.0,12,49.0,0,0,1
Bazaar Trader,Worldwake,rare,Creature,2.0,4.59,7124.0,8,49.0,0,0,0
Get Out,Duskmourn: House of Horror,uncommon,Instant,2.0,0.33,6021.0,15,49.0,0,0,0
Artificer's Intuition,Fifth Dawn,rare,Enchantment,2.0,5.22,12727.0,8,49.0,0,0,0
Canyon Crab,Outlaws of Thunder Junction,uncommon,Creature,2.0,0.07,14828.0,14,49.0,0,0,0
Diabolic Tutor,Commander Anthology,uncommon,Sorcery,4.0,2.05,444.0,10,49.0,0,0,1
Disturbing Mirth,Duskmourn: House of Horror,uncommon,Enchantment,2.0,0.09,18752.0,15,49.0,0,0,0
Bitter Chill,Wilds of Eldraine,uncommon,Enchantment,2.0,0.08,12255.0,14,49.0,0,0,0
Animist's Awakening,Commander 2020,rare,Sorcery,1.0,3.42,3215.0,8,49.0,0,0,1
Hivespine Wolverine,Bloomburrow,uncommon,Creature,5.0,0.09,12812.0,15,49.0,0,0,0
Harnesser of Storms,Bloomburrow,uncommon,Creature,3.0,0.09,7875.0,15,49.0,0,0,0
Curious Forager,Bloomburrow,uncommon,Creature,3.0,0.09,9312.0,15,49.0,0,0,0
Gold Rush,Outlaws of Thunder Junction,uncommon,Instant,2.0,0.09,9175.0,14,49.0,0,0,0
Harvestrite Host,Bloomburrow,uncommon,Creature,3.0,0.09,10740.0,15,49.0,0,0,0
Ghostly Keybearer,Duskmourn: House of Horror,uncommon,Creature,4.0,0.08,13042.0,15,49.0,0,0,0
"Altanak, the Thrice-Called",Duskmourn: House of Horror,uncommon,Creature,7.0,0.17,7534.0,15,49.0,0,0,0
Dosan the Falling Leaf,Champions of Kamigawa,rare,Creature,3.0,22.35,6120.0,8,49.0,0,0,0
Flick a Coin,Wilds of Eldraine,common,Instant,3.0,0.17,3663.0,16,49.0,0,0,0
Bark-Knuckle Boxer,Bloomburrow,uncommon,Creature,2.0,0.11,13304.0,15,49.0,0,0,0
Chancellor of Tales,Wilds of Eldraine,uncommon,Creature,4.0,0.22,11456.0,14,49.0,0,0,0
Dazzling Denial,Bloomburrow,common,Instant,2.0,0.25,4207.0,18,49.0,0,0,0
Barkform Harvester,Bloomburrow,common,Creature,3.0,0.22,4514.0,17,49.0,0,0,0
Doubling Cube,Tenth Edition,rare,Artifact,2.0,28.33,3437.0,8,49.0,0,0,1
Fleeting Reflection,Outlaws of Thunder Junction,uncommon,Instant,2.0,0.24,11234.0,14,49.0,0,0,0
Archfiend of Depravity,Archenemy: Nicol Bolas,rare,Creature,5.0,4.69,1596.0,8,49.0,0,0,1
Font of Mythos,Secret Lair Drop,rare,Artifact,4.0,14.85,2187.0,8,49.0,0,0,1
Choice of Damnations,Saviors of Kamigawa,rare,Sorcery,6.0,14.58,12300.0,8,49.0,0,0,0
Bonecache Overseer,Bloomburrow,uncommon,Creature,1.0,0.14,8660.0,15,49.0,0,0,0
Hazel's Nocturne,Bloomburrow,uncommon,Instant,4.0,0.13,6964.0,15,49.0,0,0,0
Masako the Humorless,Champions of Kamigawa,rare,Creature,3.0,25.94,11361.0,8,49.0,0,0,0
Cabal Coffers,Mystery Booster 2,uncommon,Land,0.0,26.64,186.0,8,49.0,0,0,1
Congregation Gryff,Outlaws of Thunder Junction,uncommon,Creature,3.0,0.13,16718.0,14,49.0,0,0,0
Angelic Arbiter,Jumpstart,rare,Creature,7.0,3.85,4860.0,8,49.0,0,0,1
Sign in Blood,Duskmourn: House of Horror Commander,common,Sorcery,2.0,3.05,227.0,14,49.0,0,0,1
Preordain,Tarkir: Dragonstorm Commander,common,Sorcery,1.0,0.6,218.0,12,49.0,0,0,1
Deepmuck Desperado,Outlaws of Thunder Junction,uncommon,Creature,3.0,0.19,9871.0,14,49.0,0,0,0
Diresight,Bloomburrow,common,Sorcery,3.0,0.18,2562.0,17,49.0,0,0,0
Hoarder's Overflow,Bloomburrow,uncommon,Enchantment,2.0,0.06,12207.0,15,49.0,0,0,0
Food Coma,Wilds of Eldraine,uncommon,Enchantment,4.0,0.27,14837.0,14,49.0,0,0,0
Brambleguard Captain,Bloomburrow,uncommon,Creature,4.0,0.18,11255.0,15,49.0,0,0,0
Reaper King,Secret Lair Drop,rare,Creature,10.0,12.62,8505.0,8,49.0,0,0,1
Brambleguard Veteran,Bloomburrow,uncommon,Creature,3.0,0.1,13495.0,15,49.0,0,0,0
Huskburster Swarm,Bloomburrow,uncommon,Creature,8.0,0.29,7627.0,15,49.0,0,0,0
Beacon of Creation,Fifth Dawn,rare,Sorcery,4.0,7.5,11615.0,8,49.0,0,0,0
Flamecache Gecko,Bloomburrow,uncommon,Creature,2.0,0.1,9954.0,15,49.0,0,0,0
Highway Robbery,Outlaws of Thunder Junction,common,Sorcery,2.0,0.32,4069.0,16,49.0,0,0,0
Faerie Fencing,Wilds of Eldraine,uncommon,Instant,1.0,0.31,7749.0,14,49.0,0,0,0
Claws of Gix,Time Spiral Timeshifted,special,Artifact,0.0,15.05,6836.0,8,49.0,0,0,1
Plaguecrafter,Ravnica Remastered,uncommon,Creature,3.0,0.32,613.0,11,48.5,0,0,1
Night's Whisper,Lorwyn Eclipsed Commander,common,Sorcery,2.0,0.42,191.0,13,48.5,0,0,1
Agate Instigator,Bloomburrow Commander,rare,Creature,2.0,5.38,1221.0,5,48.5,0,0,0
Arachnogenesis,Commander Masters,rare,Instant,3.0,4.4,1343.0,9,48.5,0,0,1
Stitcher's Supplier,Tarkir: Dragonstorm Commander,uncommon,Creature,1.0,0.27,664.0,11,48.5,0,0,1
Drown in Ichor,Phyrexia: All Will Be One,uncommon,Sorcery,2.0,0.78,1970.0,11,48.5,0,0,0
Blazing Crescendo,Phyrexia: All Will Be One,common,Instant,2.0,0.29,4039.0,13,48.5,0,0,0
Archfiend of Despair,Commander Masters,mythic,Creature,8.0,24.77,2723.0,5,48.5,0,0,1
Bilious Skulldweller,Phyrexia: All Will Be One,uncommon,Creature,1.0,0.26,4598.0,11,48.5,0,0,0
Armageddon,Masters 25,mythic,Sorcery,4.0,16.25,4031.0,7,48.5,0,0,1
Bad Moon,Time Spiral Timeshifted,special,Enchantment,2.0,4.1,7203.0,9,48.5,0,0,1
Ashnod's Altar,Commander Masters,uncommon,Artifact,3.0,18.12,129.0,13,48.5,0,0,1
"Astarion, the Decadent",Secret Lair Drop,rare,Creature,6.0,36.18,3532.0,9,48.5,0,0,1
Kenrith's Transformation,Forgotten Realms Commander,uncommon,Enchantment,2.0,0.92,659.0,11,48.5,0,0,1
Kodama's Reach,Lorwyn Eclipsed Commander,common,Sorcery,3.0,1.25,35.0,9,48.5,0,0,1
Cursed Windbreaker,Duskmourn: House of Horror,uncommon,Artifact,3.0,0.09,15995.0,15,48.0,0,0,0
Corpseberry Cultivator,Bloomburrow,common,Creature,3.0,0.09,11413.0,17,48.0,0,0,0
Ferocification,Outlaws of Thunder Junction,uncommon,Enchantment,3.0,0.15,13401.0,14,48.0,0,0,0
Cindering Cutthroat,Bloomburrow,common,Creature,3.0,0.06,12090.0,17,48.0,0,0,0
Ashiok's Reaper,Wilds of Eldraine,uncommon,Creature,4.0,0.2,6881.0,14,48.0,0,0,0
Fear of Failed Tests,Duskmourn: House of Horror,uncommon,Creature,5.0,0.09,12030.0,15,48.0,0,0,0
Commune with Evil,Duskmourn: House of Horror,uncommon,Sorcery,3.0,0.08,11165.0,15,48.0,0,0,0
Eerie Interference,Wilds of Eldraine,uncommon,Instant,3.0,0.17,8554.0,14,48.0,0,0,0
Braid of Fire,Secret Lair Drop,rare,Enchantment,2.0,19.92,4040.0,8,48.0,0,0,1
Cathartic Parting,Duskmourn: House of Horror,uncommon,Sorcery,2.0,0.05,14364.0,15,48.0,0,0,0
"Anowon, the Ruin Sage",Commander 2017,rare,Creature,5.0,3.28,4853.0,8,48.0,0,0,1
Nazgûl,The Lord of the Rings: Tales of Middle-earth,uncommon,Creature,3.0,15.11,3015.0,10,48.0,0,0,0
Full Steam Ahead,Outlaws of Thunder Junction,uncommon,Sorcery,5.0,0.14,12194.0,14,48.0,0,0,0
Fear of Isolation,Duskmourn: House of Horror,uncommon,Creature,2.0,0.26,14602.0,15,48.0,0,0,0
Necrogen Mists,Mirrodin,rare,Enchantment,3.0,12.33,6273.0,8,48.0,0,0,0
Coordinated Clobbering,Duskmourn: House of Horror,uncommon,Sorcery,1.0,0.05,13135.0,15,48.0,0,0,0
Ornithopter of Paradise,Commander Masters,common,Creature,2.0,0.83,224.0,12,48.0,0,0,1
Grab the Prize,Duskmourn: House of Horror,common,Sorcery,2.0,0.41,1553.0,17,48.0,0,0,0
Psychic Possession,Dissension,rare,Enchantment,4.0,16.28,10747.0,8,48.0,0,0,0
Beacon of Immortality,Tenth Edition,rare,Instant,6.0,14.33,3023.0,8,48.0,0,0,1
Conductive Machete,Duskmourn: House of Horror,uncommon,Artifact,4.0,0.09,17941.0,15,48.0,0,0,0
"Kokusho, the Evening Star",Iconic Masters,rare,Creature,6.0,20.74,2284.0,8,48.0,0,0,1
Avatar of Woe,Commander Anthology Volume II,rare,Creature,8.0,4.12,5354.0,9,47.5,0,0,1
Alpha Deathclaw,Fallout,rare,Creature,6.0,5.03,4808.0,5,47.5,0,0,0
"Barrin, Master Wizard",Urza's Saga,rare,Creature,3.0,4.23,15719.0,7,47.5,1,0,0
Laboratory Maniac,Innistrad Remastered,uncommon,Creature,3.0,1.24,579.0,11,47.5,0,0,1
Karakas,Tales of Middle-earth Commander,mythic,Land,0.0,12.91,3732.5,3,47.5,0,0,1
Reality Shift,Secrets of Strixhaven Commander,uncommon,Instant,2.0,0.9,270.0,7,47.5,0,0,1
Infested Fleshcutter,Phyrexia: All Will Be One,uncommon,Artifact,2.0,0.14,9727.0,11,47.5,0,0,0
Agent Frank Horrigan,Fallout,rare,Creature,7.0,8.69,3235.0,5,47.5,0,0,0
Ali from Cairo,Arabian Nights,rare,Creature,4.0,400.32,24909.0,7,47.5,1,0,0
Savage Lands,Lorwyn Eclipsed Commander,uncommon,Land,0.0,0.34,619.0,7,47.5,0,0,1
Cephalopod Sentry,Phyrexia: All Will Be One,uncommon,Creature,4.0,0.08,12063.0,11,47.5,0,0,0
"Minas Morgul, Dark Fortress",Tales of Middle-earth Commander,rare,Land,0.0,17.42,2133.0,5,47.5,0,0,0
Exorcise,Duskmourn: House of Horror,uncommon,Sorcery,2.0,0.33,6267.0,15,47.0,0,0,0
Gold Pan,Outlaws of Thunder Junction,common,Artifact,2.0,0.15,10065.0,16,47.0,0,0,0
Defiant Survivor,Duskmourn: House of Horror,uncommon,Creature,3.0,0.05,16156.0,15,47.0,0,0,0
Carrot Cake,Bloomburrow,common,Artifact,2.0,0.19,7263.0,18,47.0,0,0,0
"Urza, Academy Headmaster",Unstable,mythic,Planeswalker,5.0,2.87,3732.5,0,47.0,0,0,0
Head of the Homestead,Bloomburrow,common,Creature,5.0,0.14,10582.0,17,47.0,0,0,0
Propaganda,Outlaws of Thunder Junction Commander,uncommon,Enchantment,3.0,3.34,121.0,8,47.0,0,0,1
Galewind Moose,Bloomburrow,uncommon,Creature,6.0,0.16,11562.0,15,47.0,0,0,0
Cheeky House-Mouse // Squeak By,Wilds of Eldraine,uncommon,Creature,1.0,0.28,10168.0,14,47.0,0,0,0
Blood Artist,Secrets of Strixhaven Commander,uncommon,Creature,2.0,2.44,144.0,8,47.0,0,0,1
Maze of Ith,Dominaria Remastered,rare,Land,0.0,8.48,517.0,6,47.0,0,0,1
Brightblade Stoat,Bloomburrow,uncommon,Creature,2.0,0.11,12615.0,15,47.0,0,0,0
Boon Reflection,Double Masters,rare,Enchantment,5.0,14.9,4685.0,8,47.0,0,0,1
"Higure, the Still Wind",Planechase 2012,rare,Creature,5.0,14.01,5366.0,8,47.0,0,0,1
Callous Sell-Sword // Burn Together,Wilds of Eldraine,uncommon,Creature,2.0,0.29,12702.0,14,47.0,0,0,0
Terra Eternal,Worldwake,rare,Enchantment,3.0,11.56,8771.0,8,47.0,0,0,0
Aang and Katara,Avatar: The Last Airbender Eternal,rare,Creature,6.0,6.77,10568.0,8,47.0,0,0,0
Frolicking Familiar // Blow Off Steam,Wilds of Eldraine,uncommon,Creature,3.0,0.3,7572.0,14,47.0,0,0,0
Bumbleflower's Sharepot,Bloomburrow,common,Artifact,2.0,0.09,8759.0,17,47.0,0,0,0
Cache Grab,Bloomburrow,common,Instant,2.0,0.21,5226.0,17,47.0,0,0,0
"Azami, Lady of Scrolls",Secret Lair Drop,rare,Creature,5.0,13.43,4050.0,8,47.0,0,0,1
Hearth Elemental // Stoke Genius,Wilds of Eldraine,uncommon,Creature,6.0,0.24,14358.0,14,47.0,0,0,0
Galvanic Giant // Storm Reading,Wilds of Eldraine,uncommon,Creature,4.0,0.23,11436.0,14,47.0,0,0,0
Crumb and Get It,Bloomburrow,common,Instant,1.0,0.15,6251.0,17,47.0,0,0,0
Compleated Huntmaster,March of the Machine,uncommon,Creature,3.0,0.1,10996.0,11,46.5,0,0,0
Infectious Inquiry,Phyrexia: All Will Be One,common,Sorcery,3.0,0.33,2397.0,13,46.5,0,0,0
Ancient Ziggurat,The List,uncommon,Land,0.0,4.79,2819.0,11,46.5,0,0,1
Charforger,Phyrexia: All Will Be One,uncommon,Creature,3.0,0.08,19410.0,11,46.5,0,0,0
Atalan Jackal,"Warhammer 40,000 Commander",rare,Creature,3.0,4.68,4746.0,5,46.5,0,0,0
Intangible Virtue,Innistrad Remastered,uncommon,Enchantment,2.0,0.37,631.0,11,46.5,0,0,1
Pongify,Tarkir: Dragonstorm Commander,uncommon,Instant,1.0,1.86,160.0,7,46.5,0,0,1
Artistic Refusal,March of the Machine,uncommon,Instant,6.0,0.18,7100.0,11,46.5,0,0,0
Muddle the Mixture,Ravnica Remastered,uncommon,Instant,2.0,1.87,651.0,9,46.5,0,0,1
Abundant Countryside,Lorwyn Eclipsed Commander,rare,Land,0.0,3.86,4522.0,5,46.5,0,0,0
Contagious Vorrac,Phyrexia: All Will Be One,common,Creature,3.0,0.19,12040.0,13,46.5,0,0,0
Annex Sentry,Phyrexia: All Will Be One,uncommon,Creature,3.0,0.27,8601.0,11,46.5,0,0,0
Atomize,Fallout,rare,Instant,4.0,14.52,1932.0,5,46.5,0,0,0
Ascendant Evincar,Planechase,rare,Creature,6.0,3.09,10899.0,9,46.5,0,0,1
Invasion of Ergamon // Truga Cliffcharger,March of the Machine,uncommon,Creature,2.0,0.18,11325.0,11,46.5,0,0,0
Auriok Champion,Iconic Masters,rare,Creature,2.0,10.71,3634.0,7,46.5,0,0,1
Sanctum of Eternity,Commander 2019,rare,Land,0.0,7.24,3560.0,5,46.5,0,0,0
Atraxa's Skitterfang,Phyrexia: All Will Be One,uncommon,Creature,3.0,0.22,10427.0,11,46.5,0,0,0
Exuberant Fuseling,Phyrexia: All Will Be One,uncommon,Creature,1.0,0.1,13496.0,11,46.5,0,0,0
Barbed Batterfist,Phyrexia: All Will Be One,common,Artifact,2.0,0.1,13557.0,13,46.5,0,0,0
Cacophony Scamp,Phyrexia: All Will Be One,uncommon,Creature,1.0,0.24,11479.0,11,46.5,0,0,0
Gift of Compleation,March of the Machine,uncommon,Enchantment,2.0,0.12,13621.0,11,46.5,0,0,0
Charge of the Mites,Phyrexia: All Will Be One,common,Instant,3.0,0.26,9273.0,13,46.5,0,0,0
Hexgold Hoverwings,Phyrexia: All Will Be One,uncommon,Artifact,4.0,0.26,11273.0,11,46.5,0,0,0
Invasion of Amonkhet // Lazotep Convert,March of the Machine,uncommon,Creature,3.0,0.3,7629.0,11,46.5,0,0,0
Flywheel Racer,March of the Machine,common,Artifact,2.0,0.1,9334.0,13,46.5,0,0,0
Urza's Workshop,The Brothers' War Commander,rare,Land,0.0,14.89,2413.0,5,46.5,0,0,0
Open the Armory,Commander Legends,uncommon,Sorcery,2.0,2.69,668.0,11,46.5,0,0,1
Hexgold Halberd,Phyrexia: All Will Be One,uncommon,Artifact,2.0,0.14,9120.0,11,46.5,0,0,0
Innocuous Rat,Duskmourn: House of Horror,common,Creature,2.0,0.05,11636.0,17,46.0,0,0,0
Crystal Grotto,Wilds of Eldraine,common,Land,0.0,0.37,2539.0,16,46.0,0,0,1
Infernal Phantom,Duskmourn: House of Horror,uncommon,Creature,4.0,0.08,21331.0,15,46.0,0,0,0
Boom Box,Outlaws of Thunder Junction,uncommon,Artifact,2.0,0.18,16139.0,14,46.0,0,0,0
Glimmerlight,Duskmourn: House of Horror,common,Artifact,2.0,0.06,14893.0,17,46.0,0,0,0
Fear of Abduction,Duskmourn: House of Horror,uncommon,Creature,6.0,0.06,17932.0,15,46.0,0,0,0
Gadwick's First Duel,Wilds of Eldraine,uncommon,Enchantment,2.0,0.18,18603.0,14,46.0,0,0,0
Greenhouse // Rickety Gazebo,Duskmourn: House of Horror,uncommon,Enchantment,7.0,0.13,6675.0,15,46.0,0,0,0
Candy Trail,Wilds of Eldraine,common,Artifact,1.0,1.01,6504.0,16,46.0,0,0,0
Soul Warden,Modern Masters 2017,common,Creature,1.0,3.33,511.0,14,46.0,0,0,1
Don't Make a Sound,Duskmourn: House of Horror,common,Instant,2.0,0.15,5926.0,17,46.0,0,0,0
Aloe Alchemist,Outlaws of Thunder Junction,uncommon,Creature,2.0,0.15,16050.0,14,46.0,0,0,0
Embereth Veteran,Wilds of Eldraine,uncommon,Creature,1.0,0.1,22457.0,15,46.0,0,0,0
Bottomless Pool // Locker Room,Duskmourn: House of Horror,uncommon,Enchantment,6.0,0.13,5956.0,15,46.0,0,0,0
Cunning Coyote,Outlaws of Thunder Junction,uncommon,Creature,2.0,0.11,17880.0,14,46.0,0,0,0
Hardbristle Bandit,Outlaws of Thunder Junction,common,Creature,2.0,0.07,7833.0,16,46.0,0,0,0
Battletide Alchemist,Morningtide,rare,Creature,5.0,4.04,15738.0,8,46.0,0,0,0
Agatha's Champion,Wilds of Eldraine,uncommon,Creature,5.0,0.1,22936.0,14,46.0,0,0,0
Wasteland,Secret Lair Countdown,rare,Land,0.0,15.89,1168.0,6,46.0,0,0,1
Defiled Crypt // Cadaver Lab,Duskmourn: House of Horror,uncommon,Enchantment,5.0,0.17,5711.0,15,46.0,0,0,0
Beastbond Outcaster,Outlaws of Thunder Junction,uncommon,Creature,3.0,0.16,16946.0,14,46.0,0,0,0
Carrion Feeder,Modern Horizons,uncommon,Creature,1.0,4.43,602.0,10,46.0,0,0,1
Frontier Seeker,Outlaws of Thunder Junction,uncommon,Creature,2.0,0.08,18537.0,14,46.0,0,0,0
Fear of the Dark,Duskmourn: House of Horror,common,Creature,5.0,0.06,12419.0,18,46.0,0,0,0
Gila Courser,Outlaws of Thunder Junction,uncommon,Creature,3.0,0.19,15234.0,14,46.0,0,0,0
Drover Grizzly,Outlaws of Thunder Junction,common,Creature,3.0,0.19,10160.0,17,46.0,0,0,0
Fountainport Bell,Bloomburrow,common,Artifact,1.0,0.16,5166.0,17,46.0,0,0,0
Disdainful Stroke,Wilds of Eldraine,uncommon,Instant,2.0,0.2,2557.0,17,46.0,0,0,1
Belligerent of the Ball,Wilds of Eldraine,uncommon,Creature,3.0,0.04,25194.0,15,46.0,0,0,0
Ephara's Dispersal,March of the Machine,common,Instant,3.0,0.16,10311.0,13,45.5,0,0,0
Angelic Intervention,March of the Machine,common,Instant,2.0,0.16,9367.0,13,45.5,0,0,0
Hangar Scrounger,March of the Machine,common,Creature,3.0,0.16,14498.0,13,45.5,0,0,0
Basilica Shepherd,Phyrexia: All Will Be One,common,Creature,5.0,0.15,10112.0,13,45.5,0,0,0
Change the Equation,March of the Machine,uncommon,Instant,2.0,0.17,13648.0,11,45.5,0,0,0
Dune Mover,Phyrexia: All Will Be One,common,Creature,2.0,0.2,9898.0,13,45.5,0,0,0
Axgard Artisan,March of the Machine,uncommon,Creature,2.0,0.35,13117.0,11,45.5,0,0,0
Arcades Sabboth,Legends,rare,Creature,8.0,42.62,22653.0,9,45.5,0,0,0
Acid Rain,Legends,rare,Sorcery,4.0,93.65,20965.0,7,45.5,1,0,0
Aether Vial,Double Masters 2022,rare,Artifact,1.0,4.03,5810.0,7,45.5,0,0,1
Chittering Skitterling,Phyrexia: All Will Be One,uncommon,Creature,3.0,0.07,13723.0,11,45.5,0,0,0
Astral Wingspan,March of the Machine,uncommon,Enchantment,5.0,0.07,14023.0,11,45.5,0,0,0
Anger,Judgment,uncommon,Creature,4.0,3.38,364.0,7,45.5,0,0,0
Apocalypse,Tempest,rare,Sorcery,5.0,7.81,17187.0,7,45.5,1,0,0
Cut Short,March of the Machine,common,Instant,3.0,0.05,12625.0,13,45.5,0,0,0
Dross Skullbomb,Phyrexia: All Will Be One,common,Artifact,1.0,0.06,11772.0,13,45.5,0,0,0
Dramatic Reversal,Game Night 2019,common,Instant,2.0,4.11,628.0,13,45.5,0,0,1
Sakura-Tribe Elder,Secrets of Strixhaven Commander,common,Creature,2.0,1.0,107.0,9,45.5,0,0,1
Crawling Chorus,Phyrexia: All Will Be One,common,Creature,1.0,0.24,6069.0,13,45.5,0,0,0
Gloomfang Mauler,March of the Machine,common,Creature,7.0,0.21,14757.0,13,45.5,0,0,0
Basilica Skullbomb,Phyrexia: All Will Be One,common,Artifact,1.0,0.11,14230.0,13,45.5,0,0,0
Agent's Toolkit,New Capenna Commander,rare,Artifact,3.0,5.74,8071.0,5,45.5,0,0,0
"Andúril, Narsil Reforged",Tales of Middle-earth Commander,rare,Artifact,2.0,13.85,2540.0,5,45.5,0,0,0
Ancient Stirrings,Secret Lair Promo,rare,Sorcery,1.0,8.1,8068.0,9,45.5,0,0,1
Indoctrination Attendant,Phyrexia: All Will Be One,common,Creature,4.0,0.24,12784.0,13,45.5,0,0,0
Aura Shards,Commander 2011,uncommon,Enchantment,3.0,27.2,996.0,7,45.5,0,1,1
Against All Odds,Phyrexia: All Will Be One,uncommon,Sorcery,4.0,0.23,9376.0,11,45.5,0,0,0
Flensing Raptor,Phyrexia: All Will Be One,common,Creature,3.0,0.16,11628.0,13,45.5,0,0,0
Adaptive Sporesinger,Phyrexia: All Will Be One,common,Creature,3.0,0.15,10554.0,13,45.5,0,0,0
Dispatch,Edge of Eternities Commander,uncommon,Instant,1.0,0.4,488.0,7,45.5,0,0,1
Viscera Seer,Secrets of Strixhaven Commander,common,Creature,1.0,1.95,256.0,9,45.5,0,0,1
Distant Melody,Lorwyn Eclipsed Commander,common,Sorcery,4.0,0.38,620.0,13,45.5,0,0,1
Baleful Strix,Commander 2013,uncommon,Creature,2.0,4.38,353.0,9,45.5,0,0,1
Avacyn's Pilgrim,Midnight Hunt Commander,common,Creature,1.0,0.67,507.0,13,45.5,0,0,1
Furnace Reins,March of the Machine,uncommon,Sorcery,3.0,0.28,6155.0,11,45.5,0,0,0
Auton Soldier,Doctor Who,rare,Creature,6.0,10.65,2016.0,5,45.5,0,0,0
Alabaster Host Intercessor,March of the Machine,common,Creature,6.0,0.07,14185.0,13,45.5,0,0,0
Elvish Vatkeeper,March of the Machine,uncommon,Creature,3.0,0.17,16222.0,11,45.5,0,0,0
Bakersbane Duo,Bloomburrow,common,Creature,2.0,0.06,9462.0,17,45.0,0,0,0
Changeling Outcast,Outlaws of Thunder Junction Commander,common,Creature,1.0,1.24,617.0,12,45.0,0,0,1
Charging Hooligan,Wilds of Eldraine,uncommon,Creature,4.0,0.07,25752.0,14,45.0,0,0,0
Feed the Cauldron,Wilds of Eldraine,common,Instant,3.0,0.06,13355.0,16,45.0,0,0,0
Alania's Pathmaker,Bloomburrow,common,Creature,4.0,0.06,11730.0,17,45.0,0,0,0
Ice Out,Wilds of Eldraine,common,Instant,3.0,0.19,7201.0,16,45.0,0,0,0
Ayesha Tanaka,Legends,rare,Creature,4.0,14.34,25088.0,8,45.0,0,0,0
Forest,Wilds of Eldraine,common,Land,0.0,0.14,3732.5,20,45.0,0,0,1
Desperate Bloodseeker,Outlaws of Thunder Junction,common,Creature,2.0,0.14,13767.0,17,45.0,0,0,0
Emergent Haunting,Outlaws of Thunder Junction,uncommon,Enchantment,2.0,0.14,24420.0,14,45.0,0,0,0
High Fae Negotiator,Wilds of Eldraine,uncommon,Creature,5.0,0.15,17234.0,14,45.0,0,0,0
Gallant Pie-Wielder,Wilds of Eldraine,uncommon,Creature,3.0,0.12,23672.0,14,45.0,0,0,0
Explosive Derailment,Outlaws of Thunder Junction,common,Instant,1.0,0.12,10938.0,16,45.0,0,0,0
Elspeth's Smite,March of the Machine,uncommon,Instant,1.0,0.31,15594.0,15,45.0,0,0,0
Apprentice Wizard,The Dark,rare,Creature,3.0,6.12,10042.0,10,45.0,0,0,0
Boundary Lands Ranger,Wilds of Eldraine,uncommon,Creature,2.0,0.11,16686.0,15,45.0,0,0,0
Gnawing Crescendo,Wilds of Eldraine,common,Instant,3.0,0.27,11504.0,16,45.0,0,0,0
Dashing Bloodsucker,Duskmourn: House of Horror,uncommon,Creature,4.0,0.1,21526.0,15,45.0,0,0,0
Flesh Burrower,Duskmourn: House of Horror,common,Creature,2.0,0.1,9636.0,17,45.0,0,0,0
Become Brutes,Wilds of Eldraine,uncommon,Sorcery,2.0,0.12,18050.0,14,45.0,0,0,0
Fake Your Own Death,Outlaws of Thunder Junction,common,Instant,2.0,0.11,1539.0,17,45.0,0,0,1
Attack-in-the-Box,Duskmourn: House of Horror,uncommon,Creature,3.0,0.09,17936.0,15,45.0,0,0,0
Balemurk Leech,Duskmourn: House of Horror,common,Creature,2.0,0.09,7842.0,17,45.0,0,0,0
Break the Spell,Wilds of Eldraine,common,Instant,1.0,0.15,14066.0,16,45.0,0,0,0
Clockwork Percussionist,Duskmourn: House of Horror,common,Creature,1.0,0.25,8997.0,17,45.0,0,0,0
Holy Cow,Outlaws of Thunder Junction,common,Creature,3.0,0.23,8797.0,17,45.0,0,0,0
Dance of the Tumbleweeds,Outlaws of Thunder Junction,common,Sorcery,2.0,0.24,5947.0,16,45.0,0,0,0
Hellspur Brute,Outlaws of Thunder Junction,uncommon,Creature,5.0,0.16,15456.0,14,45.0,0,0,0
Elemental Bond,Tarkir: Dragonstorm Commander,uncommon,Enchantment,3.0,3.88,565.0,10,45.0,0,0,1
Gingerbrute,Wilds of Eldraine,common,Creature,1.0,0.35,1575.0,16,45.0,0,0,1
Daggermaw Megalodon,Duskmourn: House of Horror,common,Creature,6.0,0.05,13469.0,17,45.0,0,0,0
Fanatic of the Harrowing,Duskmourn: House of Horror,common,Creature,4.0,0.04,14183.0,17,45.0,0,0,0
Fear of Surveillance,Duskmourn: House of Horror,common,Creature,2.0,0.05,13515.0,17,45.0,0,0,0
Conduct Electricity,Bloomburrow,common,Instant,5.0,0.03,14726.0,17,45.0,0,0,0
Cursed Courtier,Wilds of Eldraine,uncommon,Creature,3.0,0.06,24116.0,14,45.0,0,0,0
Hardened Escort,Duskmourn: House of Horror,common,Creature,3.0,0.05,14934.0,18,45.0,0,0,0
Bonebind Orator,Bloomburrow,common,Creature,2.0,0.04,11585.0,17,45.0,0,0,0
Driftgloom Coyote,Bloomburrow,uncommon,Creature,5.0,0.06,20226.0,15,45.0,0,0,0
Daggerfang Duo,Bloomburrow,common,Creature,3.0,0.06,9732.0,17,45.0,0,0,0
Betrayer's Bargain,Duskmourn: House of Horror,uncommon,Instant,2.0,0.06,17452.0,15,45.0,0,0,0
Appendage Amalgam,Duskmourn: House of Horror,common,Creature,3.0,0.04,13620.0,18,45.0,0,0,0
Fear of Falling,Duskmourn: House of Horror,uncommon,Creature,5.0,0.06,18496.0,15,45.0,0,0,0
Fear of Exposure,Duskmourn: House of Horror,uncommon,Creature,3.0,0.03,16657.0,15,45.0,0,0,0
